211,Sudan,Sudanese,SDN,SD,Khartoum,42813238,1886068,50,40
219,Tanzania (United Republic of),Tanzanian,TZA,TZ,Dodoma,58005463,945087,50,160
222,Togo,Togolese,TGO,TG,LomÈ,8082366,56785,50,160
226,Tunisia,Tunisian,TUN,TN,Tunis,11694719,163610,50,40
231,Uganda,Ugandan,UGA,UG,Kampala,44269594,241550,50,160
245,Western Sahara,Sahrawi,ESH,EH,Laâyoune,582463,266000,50,40
247,Zambia,Zambian,ZMB,ZM,Lusaka,17861030,752612,50,160
248,Zimbabwe,Zimbabwean,ZWE,ZW,Harare,14645468,390757,50,160
3,Algeria,Algerian,DZA,DZ,Algiers,43053054,2381741,50,40
6,Angola,Angolan,AGO,AO,Luanda,31825295,1246700,50,160
23,Benin,Beninese,BEN,BJ,Porto-Novo,11801151,112622,50,160
29,Botswana,Motswana,BWA,BW,Gaborone,2303697,582000,50,160
32,British Indian Ocean Territory,BIOT,IOT,IO,Point Marianne,4000,60,50,160
35,Burkina Faso,BurkinabÈ,BFA,BF,Ouagadougou,20321378,272967,50,160
36,Burundi,Burundian,BDI,BI,Bujumbura,11530580,27834,50,160
37,Cabo Verde,Cabo Verdean,CPV,CV,Praia,549935,4033,50,160
39,Cameroon,Cameroonian,CMR,CM,YaoundÈ,25876380,475442,50,160
42,Central African Republic,Central African,CAF,CF,Bangui,4745185,622984,50,160
43,Chad,Chadian,TCD,TD,N'Djamena,15946876,1284000,50,160
49,Comoros,Comoran,COM,KM,Moroni,850886,1862,50,160
50,Congo,Congolese,COG,CG,Brazzaville,5380508,342000,50,160
51,"Congo, Democratic Republic of the",Congolese,COD,CD,Kinshasa,86790567,2344858,50,160
59,Côte d'Ivoire,Ivorian,CIV,CI,Yamoussoukro,25716544,322463,50,160
61,Djibouti,Djiboutian,DJI,DJ,Djibouti,973560,23200,50,160
65,Egypt,Egyptian,EGY,EG,Cairo,100388073,1002450,50,40
67,Equatorial Guinea,Equatorial Guinean,GNQ,GQ,Malabo,1355986,28051,50,160
68,Eritrea,Eritrean,ERI,ER,Asmara,3497117,117600,50,160
70,Eswatini,Swazi,SWZ,SZ,Mbabane,1148130,17364,50,160
71,Ethiopia,Ethiopian,ETH,ET,Addis Ababa,112078730,1104300,50,160
79,French Southern Territories,French Southern Territories,ATF,TF,Saint Pierre,150,439780,50,160
80,Gabon,Gabonese,GAB,GA,Libreville,2172579,267668,50,160
81,Gambia,Gambian,GMB,GM,Banjul,2347706,10689,50,160
84,Ghana,Ghanaian,GHA,GH,Accra,30417856,238533,50,160
93,Guinea,Guinean,GIN,GN,Conakry,12771246,245857,50,160
94,Guinea-Bissau,Bissau-Guinean,GNB,GW,Bissau,1920922,36125,50,160
116,Kenya,Kenyan,KEN,KE,Nairobi,52573973,580367,50,160
123,Lesotho,Basotho,LSO,LS,Maseru,2125268,30355,50,160
124,Liberia,Liberian,LBR,LR,Monrovia,4937374,111369,50,160
125,Libya,Libyan,LBY,LY,Tripoli,6777452,1759540,50,40
130,Madagascar,Malagasy,MDG,MG,Antananarivo,26969307,587041,50,160
131,Malawi,Malawian,MWI,MW,Lilongwe,18628747,118484,50,160
134,Mali,Malian,MLI,ML,Bamako,19658031,1240192,50,160
138,Mauritania,Mauritanian,MRT,MR,Nouakchott,4525696,1030700,50,160
139,Mauritius,Mauritian,MUS,MU,Port Louis,1269668,2040,50,160
140,Mayotte,Mahoran,MYT,YT,Mamoudzou,266150,374,50,160
148,Morocco,Moroccan,MAR,MA,Rabat,36471769,446550,50,40
149,Mozambique,Mozambican,MOZ,MZ,Maputo,30366036,801590,50,160
151,Namibia,Namibian,NAM,NA,Windhoek,2494530,825615,50,160
158,Niger,Nigerien,NER,NE,Niamey,23310715,1267000,50,160
159,Nigeria,Nigerian,NGA,NG,Abuja,200963599,923768,50,160
182,Rwanda,Rwandan,RWA,RW,Kigali,12626950,26338,50,160
183,Réunion,RÈunionese,REU,RE,Saint-Denis,888927,2511,50,160
185,"Saint Helena, Ascension and Tristan da Cunha",Ascension and Tristan da Cunha,SHN,SH,Jamestown,5633,394,50,160
193,Sao Tome and Principe,S„o TomÈan,STP,ST,Sao Tome,215056,964,50,160
195,Senegal,Senegalese,SEN,SN,Dakar,16296364,196722,50,160
197,Seychelles,Seychellois,SYC,SC,Victoria,97739,452,50,160
198,Sierra Leone,Sierra Leonean,SLE,SL,Freetown,7813215,71740,50,160
204,Somalia,Somali,SOM,SO,Mogadishu,15442905,637657,50,160
205,South Africa,South African,ZAF,ZA,Pretoria,58558270,1221037,50,160
208,South Sudan,South Sudanese,SSD,SS,Juba,11062113,619745,50,160
